county,state,season,report_num,latitude,longitude,date,number,classification,temp_hi,temp_lo,id
El Paso County,Colorado,Fall,Report 6164: Hunter's elk calls ellicit vocal responses from multiple animals,39.0621,-105.0138,2002,6164,Class B,62.38,48.825,8
El Paso County,Colorado,Spring,Report 15278: Mid-morning sighting by soldier hunting west of Fort Carson,38.5859,-104.9426,2006,15278,Class A,69.72,55.375,8
Fremont County,Colorado,Spring,Report 1361: Twenty-two inch tracks found,38.54166,-104.9908,1998,1361,Class A,47.81,38.615,8
Gunnison County,Colorado,Fall,Report 6782: Hunters observe dark creature pounding rocks together,38.59998,-106.6417,2003,6782,Class A,66.58,55.685,8
Gunnison County,Colorado,Summer,Report 16038: Possible camp stalking at Taylor Reservoir outside Aspen,39.01577,-106.7522,2004,16038,Class B,69.62,56.05,8
Hinsdale County,Colorado,Spring,Report 14997: Possible approach to campers near Spring Creek Pass in the San Juan Mountains,37.89225,-107.1971,2006,14997,Class B,62.93,49.98,8
Hinsdale County,Colorado,Summer,Report 69394: Family hears loud wood knocks at Deer Lakes outside Lake City,38.02372,-107.193,2021,69394,Class B,75.32,59.46,8
Jackson County,Colorado,Summer,"Report 3664: Daytime sighting on the edge of Lost Lake, near the Continental Divide",40.4521,-106.6535,1996,3664,Class A,72.28,57.8,8
Jackson County,Colorado,Fall,Report 1760: Bowhunter sees large figure near Cameron Pass,40.54167,-105.9333,1996,1760,Class A,NA,NA,8
Jefferson County,Colorado,Winter,Report 45666: Two friends witness daytime road crossing near Conifer,39.35503,-105.2527,2014,45666,Class A,30.66,26.055,8
Jefferson County,Colorado,Fall,Report 46805: Hikers are startled by unusual sounds in Staunton State Park,39.52701,-105.4147,2014,46805,Class A,57.62,47.89,8
Lake County,Colorado,Fall,Report 1363: strange loud howls heard by retired wildlife biologist on a camping trip.,39.18975,-106.4269,1994,1363,Class A,47.79,NA,8
Lake County,Colorado,Spring,"Report 2667: Couple sees ""power-walking"" biped in forest above Leadville",39.24998,-106.2583,1995,2667,Class A,NA,NA,8
Lake County,Colorado,Summer,"Report 3604: Rancher, wife startled by vocalizations near Leadville",39.225,-106.3625,2001,3604,Class B,74.59,62,8
Lake County,Colorado,Summer,Report 24194: Hiker describes possible near encounter on the Colorado Trail near Mt. Massive,39.15735,-106.4213,2001,24194,Class B,68.34,51.77,8
Lake County,Colorado,Spring,Report 6785: Startled hiker sees tall shaggy biped on trail near Leadville,39.0917,-106.4417,2002,6785,Class A,64.55,49.725,8
Lake County,Colorado,Summer,Report 12904: Notes from the Colorado BFRO Expedition,39.29325,-106.1215,2005,12904,Class B,50.69,43.885,8
Lake County,Colorado,Fall,Report 26522: Woman describes vivid early morning sighting just below Independence Pass,39.1006,-106.5445,2009,26522,Class A,64.38,52.115,8
Larimer County,Colorado,Summer,Report 1367: Creature was observed chasing deer.,40.57499,-105.3646,1990,1367,Class A,NA,NA,8
Larimer County,Colorado,Fall,Report 26671: Two brothers witness an upright creature while at a cabin near Red Feather,40.84707,-105.6385,2009,26671,Class A,40.29,37.18,8
Larimer County,Colorado,Winter,Report 44401: YMCA camp guest has a possible nighttime sighting and hears strange vocalizations in Estes Park,40.33838,-105.5728,2014,44401,Class B,25.4,20.355,8
Larimer County,Colorado,Summer,Report 49243: Hiking family finds possible track off trail outside Estes Park,40.3105,-105.812,2016,49243,Class B,66.29,55.83,8
Larimer County,Colorado,Spring,"Report 62929: Possible Sasquatch Photo (or Blobsquatch) from Storm Mountain, 10 miles NE of Estes Park",40.26821,-105.1821,2019,62929,Class B,72.25,61.065,8
Mesa County,Colorado,Summer,Report 14503: Night time sighting by a youth leader at a bible camp near Grand Junction,39.16305,-107.9514,1999,14503,Class A,64.25,47.145,8
Moffat County,Colorado,Fall,Report 16648: Hunter reports possible vocalizations in the Danforth Hills near Meeker,40.277,-107.8708,2006,16648,Class B,49.3,38.44,8
Montezuma County,Colorado,Fall,Report 6755: Another large footprint in SW Colorado high country,37.4125,-108.1292,2003,6755,Class B,61.47,50.805,8
Montezuma County,Colorado,Fall,Report 14243: Dusk sighting by charter bus driver on Hwy 160 near Mancos,37.33925,-108.3364,2004,14243,Class A,65.57,50.46,8
Douglas County,Colorado,Fall,Report 1354: Sighting by a motorist,39.42923,-104.9677,1997,1354,Class A,70.71,63.5,8
Dolores County,Colorado,Spring,Report 6538: Large tracks found in southwest Colorado mountains,37.70835,-107.9584,2003,6538,Class B,66.79,54.82,8
Delta County,Colorado,Fall,Report 7827: Two hunters recount late morning sighting near Hotchkiss,38.875,-107.7084,1994,7827,Class A,NA,NA,8
Custer County,Colorado,Summer,Report 14814: Father and son nighttime roadside sighting in the Wet Mountains southwest of Pueblo,38.0654,-105.1137,1998,14814,Class A,NA,NA,8
Conejos County,Colorado,Summer,"Report 1351: Various sightings by campers and ranchers along Lake Fork, a tributary of the Conejos River.",37.30833,-106.4917,1994,1351,Class A,NA,NA,8
Clear Creek County,Colorado,Summer,Report 408: Daylight sighting by hikers in the Loveland Pass area (Cont. Div.),39.67095,-105.8199,2000,408,Class A,NA,NA,8
Chaffee County,Colorado,Fall,Report 3606: Campers have daylight sighting near Leadville,39.25,-106.3,1971,3606,Class A,NA,NA,8
Boulder County,Colorado,Summer,Report 15273: Young picnicker sees strange creature on rocky ledge above the St. Vrain River,40.17585,-105.3792,1964,15273,Class A,NA,NA,8
Archuleta County,Colorado,Winter,Report 1232: Family marvels at huge barefoot tracks in snow,37.19583,-107.1771,2000,1232,Class B,NA,NA,8
Alamosa County,Colorado,Summer,Report 348: Teen and uncle chase reddish bigfoot in San Isabel National Forest,37.57915,-105.4979,2000,348,Class A,65.15,48.14,8
New Haven County,Connecticut,Summer,Report 16408: Children observe bipedal animal walking along railroad tracks near the Housatonic River,41.36935,-73.1512,1953,16408,Class A,79.44,NA,9
Middlesex County,Connecticut,Winter,Report 13585: Possible activity near Salmon River State Forest,41.51105,-72.46315,2006,13585,Class B,37.88,36.6,9
Hartford County,Connecticut,Summer,"Report 60892: Afternoon sighting by motorist, Wilbur Cross Parkway, approx midway between Berlin and Woodbridge",41.42178,-72.85863,2018,60892,Class A,80.56,74.645,9
Litchfield County,Connecticut,Fall,Report 18333: Possible vocalizations near Bakersville,41.86425,-73.00099,1987,18333,Class B,57.46,43.005,9
Litchfield County,Connecticut,Summer,Report 61150: Security guard on patrol in Canaan area (Summer 2010) describes loud screams and 18-inch tracks,42.00356,-73.32587,2010,61150,Class B,81.25,75.195,9
Litchfield County,Connecticut,Summer,Report 48732:  Large hairy biped seen chasing deer behind a home at dusk near Bridgewater,41.49472,-73.36136,2016,48732,Class A,68.48,56.63,9
Litchfield County,Connecticut,Winter,Report 48101: Passenger has possible daylight sighting near New Preston,41.68669,-73.35194,2016,48101,Class B,92.54,81.98,9
Litchfield County,Connecticut,Summer,Report 58379: Possible ongoing activity at a farmhouse outside Torrington,41.82935,-73.15157,2017,58379,Class B,69.62,55.115,9
Litchfield County,Connecticut,Fall,Report 61138: Military serviceman finds 15 inch tracks in People's State Forest CT,41.95082,-72.99536,2018,61138,Class B,58.57,45.865,9
Middlesex County,Connecticut,Summer,Report 55169: Couple hear possible knocks while fishing one morning near Lyme,41.38609,-72.30142,2016,55169,Class B,78.73,70.5,9
Middlesex County,Connecticut,Fall,Report 63731: Recent sighting on Connecticut Water Co. property near Killingworth,41.38622,-72.60558,2019,63731,Class A,68.34,67.365,9
New London County,Connecticut,Summer,Report 55771: Possible close encounter behind a home near Old Mystic village,41.38695,-71.95564,2016,55771,Class B,60.04,48.55,9
New London County,Connecticut,Fall,"Report 69612: Close-range, multi-witness motorist sighting of a Bigfoot in Pachaug State Forest near Griswold",41.59272,-71.90106,2019,69612,Class A,61.55,49.72,9
Archuleta County,Colorado,Winter,Report 5586: Large creature crosses road in 1 1/2 strides,37.025,-106.8583,2003,5586,Class A,67.73,51.22,8
Archuleta County,Colorado,Spring,Report 9018: Campers driven off mountain by unseen intruders,37.38334,-107.4667,2004,9018,Class B,67.88,49.285,8
Boulder County,Colorado,Fall,"Report 1228: Youngster frightened by ""monster"" peeping in window",40.025,-105.4458,1971,1228,Class B,NA,NA,8
Boulder County,Colorado,Fall,Report 13411: Man recalls a nighttime sighting while viewing the city lights in Chataqua Park,40.00817,-105.298,1995,13411,Class A,25.49,NA,8
Chaffee County,Colorado,Fall,Report 31939: Motorist describes early morning sighting near Buena Vista,38.83714,-106.199,2010,31939,Class A,76.92,64.14,8
Chaffee County,Colorado,Spring,Report 67551: Hikers find large footprint and unidentified droppings,38.71954,-106.2384,2020,67551,Class B,62.16,49.125,8
Chaffee County,Colorado,Unknown,Report 1349: large human-like tracks were found in the snow and mud.,38.60124,-106.3466,1997,1349,Class B,NA,NA,8
Conejos County,Colorado,Summer,"Report 1352: Daylight sighting by hikers near Lake Fork, off the Conejos River.",37.32255,-106.5123,1997,1352,Class A,NA,NA,8
Conejos County,Colorado,Spring,Report 407: Possible vocalizations heard while motorists were taking a break at turnout near La Manga Pass,37.1137,-106.3681,2000,407,Class B,NA,NA,8
Conejos County,Colorado,Fall,Report 23065: Bowhunters report unusual encounters in the South San Juan Mountains,37.2362,-106.541,2001,23065,Class B,59.75,51.38,8
Conejos County,Colorado,Fall,Report 19804: Hunter reports unusual roars In South San Juan Mountains,37.3199,-106.3325,2005,19804,Class B,66.13,56.935,8
Conejos County,Colorado,Summer,Report 24068: Possible vocalization frightens fisherman from campsite along Conejos River,37.26505,-106.4745,2008,24068,Class B,69.16,57.47,8
Conejos County,Colorado,Spring,Report 27057: Former Deputy Sheriff describes morning sighting on Cornwall Mountain,37.37285,-106.496,2009,27057,Class A,42.61,36.015,8
Costilla County,Colorado,Fall,Report 34078: Father and son witness fast-moving biped crossing road east of Fort Garland,37.56055,-105.2869,2011,34078,Class B,62.38,53.085,8
Douglas County,Colorado,Fall,Report 880: Rockhound startled to find he's being observed,39.21338,-105.0652,1998,880,Class A,77.59,60.76,8
Douglas County,Colorado,Fall,"Report 12802: Nighttime sighting by golf course worker at Arrowhead Golfcourse, aside Roxborough State Park, Rampart Range.",39.4455,-105.0787,2005,12802,Class B,72.94,60.325,8
Wakulla County,Florida,Winter,Report 67296: Vocalizations heard and nests found in remote part of Ochlockonee River bottom,30.2386,-84.7025,2007,67296,Class B,55.61,52.24,12
Union County,Florida,Winter,"Report 23498: Bow hunter describes possible tracks, sounds and scat north of Lake Butler",30.07067,-82.38086,1986,23498,Class B,64.21,58.185,12
Taylor County,Florida,Winter,Report 28263: Man recalls his terrifying encounter near the Econfino State Park while camping with his family,30.11597,-83.89289,1981,28263,Class B,NA,NA,12
Suwannee County,Florida,Summer,Report 20981: Two Fishermen describe a possible bluff charge outside Wellborn,30.26682,-82.87125,1994,20981,Class B,NA,NA,12
Sumter County,Florida,Summer,Report 12628: Possible sighting in woods separating farms west of Tarrytown,28.555,-82.055,1990,12628,Class B,NA,NA,12
St. Johns County,Florida,Fall,Report 1003: Two horseback riders see hairy creature,29.85375,-81.3456,1984,1003,Class A,NA,NA,12
Seminole County,Florida,Summer,Report 37304: Best friends recall watching their dirt bike being canvassed by a hairy biped while camping at Lake Mills,28.62323,-81.12898,1972,37304,Class A,NA,NA,12
Santa Rosa County,Florida,Winter,Report 989: Deer hunter spots a large animal run across open area,30.84015,-86.9648,1982,989,Class A,53.51,47.35,12
Putnam County,Florida,Summer,"Report 4795: While riding horse, young teen has day time sighting not far from Palatka",29.77295,-81.68295,1947,4795,Class A,NA,NA,12
Pinellas County,Florida,Fall,Report 47378: Memory told of a close nighttime encounter while hunting rabbits in a rural backyard near Palm Harbor,28.09538,-82.74918,1977,47378,Class A,81.97,74.975,12
Pasco County,Florida,Unknown,"Report 26581: Man remembers observing a hairy, bipedal creature in the headlights of his car near Port Richey",28.29425,-82.71758,1982,26581,Class A,78.16,72.78,12
Osceola County,Florida,Winter,Report 8935: Various occurences between Lake Kissimmee and Tiger Lake that may be BF-related,27.84434,-81.30249,1985,8935,Class B,85.65,NA,12
Orange County,Florida,Spring,Report 1275: Bigfoot rips door off of home. Witness has to flee from home,28.6901,-81.5446,1980,1275,Class A,75.02,63.515,12
Orange County,Florida,Summer,Report 34787: Memory told of hearing a  loud breathing-growl while camping at Disney's Fort Wilderness,28.40593,-81.5547,1983,34787,Class B,87.98,80.95,12
Orange County,Florida,Winter,Report 32746: Man recalls his nighttime sighting of a tall hair covered biped outside Orlando,28.54205,-81.20045,2000,32746,Class A,75.65,64.38,12
Orange County,Florida,Spring,Report 25577: Kayaker smells a terrible odor and then sees a hair-covered figure on the Econlockhatchee River,28.48106,-81.11927,2003,25577,Class B,79.93,71.5,12
Orange County,Florida,Fall,Report 15694: Possible daytime sighting by motorist on FL Turnpike outside Orlando (near Ocoee exit),28.5465,-81.5545,2006,15694,Class B,91.48,82.72,12
Orange County,Florida,Fall,Report 36710: Small school group observe man-like figure on two separate nights east of Orlando,28.56308,-81.03185,2012,36710,Class B,87.58,78.07,12
Orange County,Florida,Fall,Report 36826: Car passenger spots a large brown figure at the St. John's River near Christmas,28.54293,-80.94411,2012,36826,Class B,71.22,66.955,12
Orange County,Florida,Spring,Report 41275: Possible nighttime road crossing on HWY 528 outside Orlando,28.45247,-81.01299,2013,41275,Class B,87.56,78.545,12
Osceola County,Florida,Winter,Report 733: creature observed walking weird and slightly hunched over.,27.97255,-81.12476,1998,733,Class A,78.64,75.04,12
Osceola County,Florida,Winter,Report 736: while sitting on a tree stand hunter observed bi-pedal creature walking at high speeds.,27.99245,-81.19445,1999,736,Class A,NA,NA,12
Osceola County,Florida,Spring,Report 731: Motorist found six thirteen by eight and a half inch tracks near a small bridge that led to a large gate.,28.3609,-80.93504,1999,731,Class A,75.78,71.56,12
Osceola County,Florida,Spring,Report 734: creature seen in the woods.,28.1382,-81.0621,1999,734,Class A,84.08,76.62,12
Osceola County,Florida,Summer,Report 35769: Possible sighting at dawn near road kill on US-192 east of Holopaw,28.13136,-81.00677,2011,35769,Class B,92.31,85.135,12
Osceola County,Florida,Winter,Report 42134: Seasoned hunter hears unknown screams from his stand near Holopaw,28.12565,-81.02086,2012,42134,Class B,71.98,63.575,12
